2023/1/1,0
2023/1/2,0
2023/1/3,0
2023/1/4,0
2023/1/5,0
2023/1/6,0
2023/1/7,3.5
2023/1/8,0
2023/1/9,0
2023/1/10,0
2023/1/11,0
2023/1/12,0.5
2023/1/13,29.5
2023/1/14,22.5
2023/1/15,0.5
2023/1/16,1
2023/1/17,0
2023/1/18,0.5
2023/1/19,0
2023/1/20,0
2023/1/21,0
2023/1/22,10.5
2023/1/23,3.5
2023/1/24,2
2023/1/25,0
2023/1/26,0
2023/1/27,0
2023/1/28,0
2023/1/29,0
2023/1/30,1
2023/1/31,0
2023/2/1,0
2023/2/2,0
2023/2/3,0
2023/2/4,0
2023/2/5,0
2023/2/6,4
2023/2/7,7
2023/2/8,0
2023/2/9,0
2023/2/10,8.5
2023/2/11,0
2023/2/12,12
2023/2/13,3
2023/2/14,0
2023/2/15,0
2023/2/16,0
2023/2/17,0
2023/2/18,6
2023/2/19,19.5
2023/2/20,0
2023/2/21,0
2023/2/22,0
2023/2/23,0
2023/2/24,4.5
2023/2/25,0.5
2023/2/26,0
2023/2/27,0
2023/2/28,0
2023/3/1,15
2023/3/2,0
2023/3/3,0
2023/3/4,0
2023/3/5,0
2023/3/6,0
2023/3/7,0
2023/3/8,0
2023/3/9,7
2023/3/10,0
2023/3/11,0
2023/3/12,8.5
2023/3/13,0
2023/3/14,0
2023/3/15,0
2023/3/16,0
2023/3/17,10
2023/3/18,3.5
2023/3/19,0
2023/3/20,0.5
2023/3/21,33
2023/3/22,0.5
2023/3/23,22.5
2023/3/24,2
2023/3/25,1.5
2023/3/26,12
2023/3/27,0
2023/3/28,0
2023/3/29,0
2023/3/30,0
2023/3/31,0
2023/4/1,0
2023/4/2,0
2023/4/3,0
2023/4/4,0
2023/4/5,11.5
2023/4/6,8
2023/4/7,23
2023/4/8,0
2023/4/9,0
2023/4/10,0
2023/4/11,0
2023/4/12,20
2023/4/13,0
2023/4/14,20.5
2023/4/15,19.5
2023/4/16,0.5
2023/4/17,0
2023/4/18,0
2023/4/19,0
2023/4/20,1.5
2023/4/21,0
2023/4/22,0
2023/4/23,0
2023/4/24,0
2023/4/25,33
2023/4/26,4.5
2023/4/27,0
2023/4/28,0
2023/4/29,66
2023/4/30,0.5
2023/5/1,0
2023/5/2,0
2023/5/3,0
2023/5/4,5.5
2023/5/5,0
2023/5/6,69.5
2023/5/7,61
2023/5/8,0
2023/5/9,0
2023/5/10,0
2023/5/11,0
2023/5/12,0
2023/5/13,17.5
2023/5/14,0
2023/5/15,0
2023/5/16,0
2023/5/17,0
2023/5/18,2
2023/5/19,19.5
2023/5/20,0
2023/5/21,0
2023/5/22,0
2023/5/23,0
2023/5/24,0
2023/5/25,0
2023/5/26,0
2023/5/27,0
2023/5/28,0
2023/5/29,0.5
2023/5/30,42.5
2023/5/31,35.5
2023/6/1,7.5
2023/6/2,2.5
2023/6/3,0
2023/6/4,0
2023/6/5,0
2023/6/6,25
2023/6/7,0
2023/6/8,27
2023/6/9,0
2023/6/10,1
2023/6/11,0
2023/6/12,0
2023/6/13,0
2023/6/14,0
2023/6/15,3
2023/6/16,0
2023/6/17,0
2023/6/18,0
2023/6/19,0
2023/6/20,0
2023/6/21,28
2023/6/22,0.5
2023/6/23,0
2023/6/24,0
2023/6/25,35.5
2023/6/26,4
2023/6/27,22.5
2023/6/28,7
2023/6/29,26
2023/6/30,143
2023/7/1,28
2023/7/2,27.5
2023/7/3,205.5
2023/7/4,1
2023/7/5,13
2023/7/6,0
2023/7/7,32.5
2023/7/8,9.5
2023/7/9,89
2023/7/10,170
2023/7/11,0
2023/7/12,78.5
2023/7/13,8.5
2023/7/14,0
2023/7/15,4
2023/7/16,0
2023/7/17,0
2023/7/18,2
2023/7/19,19.5
2023/7/20,0
2023/7/21,0
2023/7/22,0
2023/7/23,0
2023/7/24,0.5
2023/7/25,0
2023/7/26,0.5
2023/7/27,0
2023/7/28,0
2023/7/29,0
2023/7/30,0
2023/7/31,0
2023/8/1,0
2023/8/2,0
2023/8/3,1
2023/8/4,0
2023/8/5,0
2023/8/6,0
2023/8/7,0
2023/8/8,2.5
2023/8/9,41.5
2023/8/10,20
2023/8/11,0
2023/8/12,0
2023/8/13,0
2023/8/14,0
2023/8/15,0
2023/8/16,0
2023/8/17,18
2023/8/18,0.5
2023/8/19,0
2023/8/20,0
2023/8/21,1
2023/8/22,0
2023/8/23,0
2023/8/24,0
2023/8/25,0
2023/8/26,0
2023/8/27,7.5
2023/8/28,0
2023/8/29,0
2023/8/30,2
2023/8/31,0
2023/9/1,6.5
2023/9/2,0
2023/9/3,0
2023/9/4,0
2023/9/5,9
2023/9/6,0.5
2023/9/7,0
2023/9/8,0
2023/9/9,0
2023/9/10,5
2023/9/11,0
2023/9/12,0
2023/9/13,0.5
2023/9/14,17.5
2023/9/15,1
2023/9/16,0
2023/9/17,7
2023/9/18,1.5
2023/9/19,1
2023/9/20,0
2023/9/21,5
2023/9/22,9
2023/9/23,0
2023/9/24,0
2023/9/25,0
2023/9/26,0
2023/9/27,0
2023/9/28,0
2023/9/29,0
2023/9/30,0
2023/10/1,0
2023/10/2,0
2023/10/3,0
2023/10/4,0
2023/10/5,0
2023/10/6,0
2023/10/7,0
2023/10/8,22.5
2023/10/9,2.5
2023/10/10,0
2023/10/11,0
2023/10/12,0
2023/10/13,0
2023/10/14,0
2023/10/15,0
2023/10/16,0
2023/10/17,0
2023/10/18,0
2023/10/19,0
2023/10/20,1
2023/10/21,0
2023/10/22,0
2023/10/23,0
2023/10/24,0
2023/10/25,0
2023/10/26,0
2023/10/27,2
2023/10/28,0
2023/10/29,0
2023/10/30,0
2023/10/31,0
2023/11/1,0
2023/11/2,0
2023/11/3,0
2023/11/4,0
2023/11/5,0
2023/11/6,17.5
2023/11/7,0
2023/11/8,0
2023/11/9,0
2023/11/10,7
2023/11/11,0
2023/11/12,0
2023/11/13,0
2023/11/14,0
2023/11/15,0
2023/11/16,14.5
2023/11/17,1.5
2023/11/18,2
2023/11/19,0
2023/11/20,0
2023/11/21,0
2023/11/22,0
2023/11/23,0
2023/11/24,0
2023/11/25,0
2023/11/26,0
2023/11/27,2.5
2023/11/28,0
2023/11/29,0
2023/11/30,0
2023/12/1,0
2023/12/2,0
2023/12/3,0
2023/12/4,0
2023/12/5,0
2023/12/6,0
2023/12/7,0
2023/12/8,0
2023/12/9,0
2023/12/10,0
2023/12/11,12.5
2023/12/12,0
2023/12/13,0
2023/12/14,3.5
2023/12/15,1
2023/12/16,2.5
2023/12/17,0
2023/12/18,0
2023/12/19,1
2023/12/20,0
2023/12/21,1
2023/12/22,1.5
2023/12/23,0
2023/12/24,0
2023/12/25,0
2023/12/26,0
2023/12/27,0
2023/12/28,0
2023/12/29,0
2023/12/30,0
2023/12/31,10